,movie_id,budget,revenue
770,541,2500000,11500000
771,542,17000000,119100758
772,27507,17000000,119100758
773,543,11000000,153083102
774,544,0,5481562
775,545,0,0
776,546,13000000,33750478
777,547,0,0
778,548,1000000,38390020
779,549,45000000,72281712
780,3069,45000000,72281712
781,550,1000000,17985893
782,16313,1000000,17985893
783,27618,1000000,17985893
784,551,0,0
785,552,14000000,18472775
786,553,50000000,41482207
787,554,0,0
788,555,55000000,74679822
789,556,3000000,177512032
790,557,0,125000
791,558,0,0
792,559,0,0
793,560,11000000,88489643
794,561,0,0
795,562,0,0
796,563,0,0
797,564,0,0
798,565,0,0
799,128,2000,0
800,566,2000,0
801,567,125000,0
802,1187,125000,0
803,7895,125000,0
804,8513,125000,0
805,568,0,0
806,2095,0,0
807,569,0,0
808,570,0,0
809,571,0,0
810,2509,0,0
811,22667,0,0
812,25778,0,0
813,572,0,0
814,573,0,0
815,574,0,0
816,575,5005600,0
817,576,0,0
818,28458,0,0
819,577,0,0
820,578,5000000,0
821,579,2000000,0
822,580,0,0
823,5981,0,0
824,581,5920000,0
825,582,0,0
826,583,10000000,20311536
827,584,30000000,75505973
828,585,13000000,1784763
829,586,2000000,54207
830,587,0,0
831,249,35000000,31505287
832,588,35000000,31505287
833,589,0,0
834,590,0,0
835,591,5500000,44235023
836,592,8000000,0
837,593,5000000,98450062
838,25760,5000000,98450062
839,30089,5000000,98450062
840,594,0,0
841,595,1200000,19400000
842,596,2800000,60922980
843,763,2800000,60922980
844,597,0,0
845,598,17000000,209947037
846,599,25000000,132963417
847,600,10000000,33583175
848,601,3400000,114000000
849,25832,3400000,114000000
850,602,5000000,44459951
851,12348,5000000,44459951
852,603,37000000,96047633
853,604,9000000,82391145
854,14290,9000000,82391145
855,16269,9000000,82391145
856,605,12000000,1594955
857,18180,12000000,1594955
858,606,15000000,48854305
859,607,0,14590542
860,242,650000,0
861,608,650000,0
862,609,55000000,149022650
863,610,0,16184
864,611,0,6300000
865,612,0,15360553
866,3545,0,15360553
867,5038,0,15360553
868,613,1000000,21378361
869,822,1000000,21378361
870,614,27000000,29000000
871,615,12000000,10593000
872,1196,12000000,10593000
873,616,0,0
874,617,5000000,142817992
875,618,70000000,162000000
876,619,0,0
877,620,12850990,3984669
878,621,15000000,61788393
879,14536,15000000,61788393
880,622,1000000,14347000
881,623,500000,0
882,57,1000000,354835
883,624,1000000,354835
884,8837,1000000,354835
885,26186,1000000,354835
886,625,0,0
887,28895,0,0
888,626,3000000,19444631
889,1700,3000000,19444631
890,3503,3000000,19444631
891,627,0,0
892,1421,0,0
893,628,1000000,62882090
894,629,0,0
895,630,0,0
896,631,0,0
897,633,85000000,58292295
898,634,0,0
899,635,9700000,21200000
900,636,15000000,108286421
901,637,3000000,0
902,638,20000000,187884007
903,474,20000000,6348889
904,639,20000000,6348889
905,640,0,0
906,448,0,0
907,641,0,0
908,1460,0,0
909,642,10000000,4160851
910,643,5000000,8493728
911,644,28000000,16457494
912,645,0,0
913,646,3400000,0
914,2364,3400000,0
915,8748,3400000,0
916,647,0,2325977
917,21377,0,2325977
918,26730,0,2325977
919,648,0,0
920,649,6000000,1214525
921,650,19000000,25836616
922,651,1000000,27762648
923,652,0,0
924,19935,0,0
925,653,80000000,78000586
926,654,0,0
927,655,35000000,74558115
928,656,50000000,152000000
929,4513,50000000,152000000
930,8476,50000000,152000000
931,657,0,0
932,11024,0,0
933,26597,0,0
934,658,16000000,55060212
935,659,26000000,0
936,660,12000000,0
937,661,45000000,129394835
938,662,6500000,16861137
939,18184,6500000,16861137
940,27362,6500000,16861137
941,663,0,0
942,213,6000000,25792310
943,664,6000000,25792310
944,665,70000000,217124280
945,666,0,7910928
946,667,11000000,791867
947,668,35000000,72436439
948,10387,35000000,72436439
949,669,0,2679585
950,5383,0,2679585
951,670,0,0
952,671,7000000,13100000
953,672,23000000,51881013
954,348,114000,30000000
955,673,114000,30000000
956,10894,114000,30000000
957,674,0,0
958,675,0,0
959,365,650000,55000000
960,676,650000,55000000
961,677,0,641308
962,678,4000000,0
963,679,29000000,50041732
964,680,0,0
965,681,0,0
966,682,11000000,18123239
967,6787,11000000,18123239
968,683,0,7168717
969,684,40000000,26620002
970,685,0,0
971,686,1600000,5138140
972,687,1065000,2491460
973,688,0,0
974,689,0,0
975,690,0,265964
976,19387,0,265964
977,20793,0,265964
978,22670,0,265964
979,691,20000000,54956140
980,2597,20000000,54956140
981,692,0,0
982,693,141129,0
983,694,40000000,87840042
984,695,0,0
985,1101,0,0
986,2630,0,0
987,696,0,0
988,1805,0,0
989,14301,0,0
990,16080,0,0
991,22533,0,0
992,697,33000000,102984862
993,698,0,0
994,699,0,0
995,22187,0,0
996,700,1000000,0
997,701,0,0
998,702,42000000,89162162
999,4431,42000000,89162162
1000,8042,42000000,89162162
1001,703,0,0
1002,704,0,0
1003,705,0,0
1004,706,1000000,9602624
1005,707,350000,426290
1006,708,6000000,31365000
1007,709,8000000,17092453
1008,710,22000000,26570463
1009,711,20500000,87987055
1010,712,7400000,26667197
1011,713,0,0
1012,714,15000000,60629159
1013,1216,15000000,60629159
1014,715,10000000,78096553
1015,716,0,0
1016,717,43000000,93983911
1017,718,9000000,0
1018,719,5000000,51749995
1019,12261,5000000,51749995
1020,720,0,0
1021,392,0,86432000
1022,721,0,86432000
1023,722,0,0
1024,723,65000000,76801179
1025,724,50000000,38619405
1026,725,0,11750306
1027,726,4000000,5132274
1028,727,0,0
1029,728,0,3758846
1030,729,30000000,251495
1031,730,4000000,187112
1032,731,1200000,68716
1033,732,0,0
1034,733,8500000,32222567
1035,734,45000000,0
1036,735,0,0
1037,736,0,0
1038,737,0,6842058
1039,738,147983,0
1040,739,0,0
1041,6379,0,0
1042,14665,0,0
1043,740,19000000,40996665
1044,741,0,100345
1045,742,0,0
1046,743,15000000,2856712
1047,744,15000000,47737094
1048,745,33000000,20648328
1049,746,65000000,40002112
1050,747,10000000,7433663
1051,214,68000000,75700000
1052,748,68000000,75700000
1053,749,0,8992523
1054,750,0,0
1055,751,26000000,57891803
1056,6121,26000000,57891803
1057,9399,26000000,57891803
1058,752,0,0
1059,753,6000000,180851
1060,754,0,0
1061,1690,0,0
1062,14957,0,0
1063,17758,0,0
1064,25533,0,0
1065,755,3200000,33395426
1066,756,0,0
1067,757,0,14947
1068,758,3500000,4100000
1069,759,0,0
1070,760,0,43840
1071,10224,0,43840
1072,761,17000000,127730736
1073,3074,17000000,127730736
1074,762,5000000,6341855
1075,596,25000000,119188334
1076,763,25000000,119188334
1077,764,9000000,8119285
1078,7712,9000000,8119285
1079,765,30000000,87937815
1080,766,6045750,3662671
1081,767,0,495268
1082,17189,0,495268
1083,28004,0,495268
1084,768,2900000,692079
1085,9689,2900000,692079
1086,21059,2900000,692079
1087,23539,2900000,692079
1088,29168,2900000,692079
1089,769,30000000,44516999
1090,770,15000000,12834936
1091,771,4000000,16675000
1092,772,0,0
1093,773,3500000,44019588
1094,774,0,0
1095,775,0,0
1096,776,0,0
1097,23339,0,0
1098,777,0,0
1099,3156,0,0
1100,29703,0,0
1101,778,5000000,45172994
1102,779,6000000,0
1103,780,19000000,35300645
1104,22754,19000000,35300645
1105,781,3500000,3657876
1106,782,0,0
1107,783,20000000,39143839
1108,784,0,0
1109,785,10000000,37608299
1110,5536,10000000,37608299
1111,11636,10000000,37608299
1112,13406,10000000,37608299
1113,18005,10000000,37608299
1114,22171,10000000,37608299
1115,786,0,0
1116,986,0,0
1117,7036,0,0
1118,787,0,4588389
1119,3581,0,4588389
1120,15935,0,4588389
1121,29451,0,4588389
1122,788,0,0
1123,789,0,581011
1124,790,0,0
1125,791,0,0
1126,792,0,0
1127,793,0,0
1128,794,0,0
1129,795,15000000,67062123
1130,2951,15000000,67062123
1131,796,14000000,0
1132,797,0,56385
1133,25459,0,56385
1134,798,0,0
1135,799,0,0
1136,800,0,0
1137,801,35000000,19165560
1138,802,9800000,5566776
1139,11958,9800000,5566776
1140,803,0,0
1141,804,0,0
1142,805,0,0
1143,7033,0,0
1144,18156,0,0
1145,806,14000000,38574362
1146,807,350000,0
1147,808,1000000,101758490
1148,809,0,0
1149,810,0,18875011
1150,811,9000000,27105095
1151,812,0,0
1152,813,0,0
1153,814,0,0
1154,815,0,0
1155,816,0,41624046
1156,6146,0,41624046
1157,11172,0,41624046
1158,817,4000000,44800000
1159,818,0,0
1160,6322,0,0
1161,819,0,0
1162,1900,0,0
1163,8597,0,0
1164,345,30000000,41002607
1165,820,30000000,41002607
1166,25940,30000000,41002607
1167,821,12000000,58010320
1168,1850,12000000,58010320
1169,16552,12000000,58010320
1170,613,18000000,46201432
1171,822,18000000,46201432
1172,823,80000000,91188905
1173,2072,80000000,91188905
1174,28798,80000000,91188905
1175,824,1800000,67738090
1176,825,0,0
1177,826,5000000,0
1178,827,0,0
1179,828,0,0
1180,829,20000000,24145613
1181,24469,20000000,24145613
1182,830,6000000,22168359
1183,831,0,0
1184,832,0,0
1185,833,5000000,0
1186,834,0,0
1187,835,33000000,62022014
1188,836,30000000,33296457
1189,837,7000000,36433975
1190,20759,7000000,36433975
1191,838,0,0
1192,2160,0,0
1193,5810,0,0
1194,11859,0,0
1195,15156,0,0
1196,15246,0,0
1197,21052,0,0
1198,21315,0,0
1199,24868,0,0
1200,25721,0,0
1201,29506,0,0
1202,839,0,0
1203,840,0,0
1204,6237,0,0
1205,841,0,0
1206,842,15000000,47074133
1207,843,0,14567
1208,844,40000000,0
1209,845,0,0
1210,846,27000000,56870414
1211,847,28000000,0
1212,848,5000000,0
1213,25299,5000000,0
1214,849,7000000,47078545
1215,850,26000000,0
1216,851,15000000,30524763
1217,852,1500000,30553395
1218,1400,1500000,30553395
1219,853,2000000,2340110
1220,13989,2000000,2340110
1221,854,20000000,45847751
1222,1529,20000000,45847751
1223,855,0,0
1224,856,8000000,0
1225,857,10951000,49851770
1226,858,22000000,9418365
1227,1166,22000000,9418365
1228,859,30000000,45867333
1229,860,0,0
1230,861,5000000,12534817
1231,862,0,135095
1232,3155,0,135095
1233,11432,0,135095
1234,863,0,0
1235,864,28000000,47053625
1236,865,744835,0
1237,866,4500000,3813293
1238,867,3500000,4159678
1239,364,60000000,37141130
1240,868,60000000,37141130
1241,869,89,0
1242,2928,89,0
1243,2990,89,0
1244,16111,89,0
1245,23233,89,0
1246,871,0,0
1247,872,100000,95000
1248,11256,100000,95000
1249,17070,100000,95000
1250,873,50000000,159773545
1251,874,25000000,48333932
1252,875,15000000,102836002
1253,1564,15000000,102836002
1254,24443,15000000,102836002
1255,876,0,0
1256,12758,0,0
1257,877,100000000,211989043
1258,878,0,0
1259,879,0,151042
1260,10129,0,151042
1261,880,10400000,7825000
1262,881,5000000,13809
1263,882,16000000,0
1264,1960,16000000,0
1265,883,0,21833
1266,884,1000000,9318
1267,6965,1000000,9318
1268,13365,1000000,9318
1269,29091,1000000,9318
1270,885,0,2141798
1271,886,1000000,0
1272,887,0,2405143
1273,888,5000000,470901
1274,11520,5000000,470901
1275,889,0,0
1276,890,1800000,0
1277,341,10000000,42800000
1278,891,10000000,42800000
1279,892,19000000,8247943
1280,1267,19000000,8247943
1281,893,0,365353
1282,894,5000000,3769214
1283,895,0,3643652
1284,1818,0,3643652
1285,2376,0,3643652
1286,7839,0,3643652
1287,10245,0,3643652
1288,10592,0,3643652
1289,11140,0,3643652
1290,13635,0,3643652
1291,14684,0,3643652
1292,16588,0,3643652
1293,16971,0,3643652
1294,20995,0,3643652
1295,26858,0,3643652
1296,30864,0,3643652
1297,896,0,52036
1298,897,0,0
1299,13669,0,0
1300,23147,0,0
1301,898,0,0
1302,13787,0,0
1303,899,30000000,29359216
